1	230
1	231
3	232
3	233
4	234
4	235
5	236
5	237
6	238
6	239
8	240
8	241
9	242
9	243
11	244
13	245
13	246
14	247
14	248
15	249
15	250
16	251
17	252
17	253
18	254
19	255
20	256
21	257
21	258
22	259
23	260
23	261
24	262
25	263
26	264
26	265
28	266
28	267
29	268
32	269
34	270
34	271
35	272
35	273
36	274
36	275
37	276
37	277
38	278
39	279
40	280
40	281
41	282
41	283
42	284
42	285
44	286
45	287
46	288
47	289
48	290
50	291
51	292
51	293
52	294
53	295
54	296
55	297
55	298
56	299
57	300
57	301
58	302
58	303
59	304
59	305
60	306
61	307
62	308
63	309
63	310
64	311
67	312
67	313
68	314
68	315
69	316
70	317
70	318
71	319
71	320
72	321
72	322
73	323
74	324
75	325
75	326
76	327
76	328
77	329
79	330
79	331
81	332
81	333
82	334
82	335
83	336
83	337
84	338
84	339
85	340
85	341
87	342
87	343
88	344
89	345
91	346
91	347
92	348
92	349
93	350
93	351
94	352
94	353
95	354
95	355
96	356
96	357
97	358
98	359
99	360
100	361
100	362
101	363
101	364
102	365
102	366
103	367
103	368
104	369
104	370
105	371
105	372
106	373
106	374
108	375
108	376
109	377
111	378
112	379
112	380
113	381
113	382
114	383
114	384
115	385
115	386
116	387
116	388
117	389
117	390
118	391
118	392
119	393
120	394
120	395
121	396
121	397
122	398
122	399
123	400
123	401
124	402
124	403
125	404
127	405
127	406
128	407
128	408
129	409
130	410
132	411
132	412
133	413
133	414
134	415
134	416
136	417
136	418
137	419
138	420
139	421
140	422
140	423
141	424
141	425
142	426
143	427
143	428
144	429
145	430
145	431
146	432
146	433
147	434
149	435
149	436
150	437
151	438
151	439
152	440
153	441
153	442
154	443
154	444
155	445
155	446
156	447
156	448
157	449
157	450
158	451
159	452
160	453
160	454
161	455
161	456
162	457
162	458
163	459
163	460
164	461
165	462
165	463
166	464
167	465
167	466
168	467
168	468
169	469
169	470
170	471
170	472
171	473
171	474
172	475
172	476
173	477
174	478
175	479
175	480
176	481
177	482
178	483
179	484
179	485
180	486
180	487
181	488
181	489
182	490
182	491
183	492
183	493
184	494
184	495
185	496
185	497
186	498
187	499
187	500
188	501
190	502
190	503
191	504
191	505
192	506
192	507
193	508
194	509
195	510
195	511
196	512
196	513
197	514
198	515
198	516
199	517
199	518
200	519
201	520
201	521
203	522
204	523
205	524
205	525
206	526
206	527
207	528
207	529
208	530
209	531
209	532
210	533
212	534
213	535
214	536
214	537
215	538
215	539
216	540
217	541
217	542
218	543
218	544
220	545
221	546
221	547
222	548
222	549
223	550
224	551
224	552
225	553
225	554
226	555
227	556
227	557
228	558
228	559
229	560
