0	23033
2	23034
2	23035
11	23036
12	23037
13	23038
13	23039
18	23040
19	23041
20	23042
21	23043
21	23044
27	23045
29	23046
29	23047
30	23048
32	23049
36	23050
36	23051
40	23052
40	23053
41	23054
42	23055
45	23056
52	23057
52	23058
53	23059
55	23060
55	23061
56	23062
56	23063
57	23064
59	23065
69	23066
72	23067
78	23068
81	23069
83	23070
85	23071
86	23072
87	23073
90	23074
91	23075
92	23076
94	23077
95	23078
95	23079
98	23080
98	23081
100	23082
102	23083
102	23084
103	23085
111	23086
113	23087
114	23088
114	23089
118	23090
118	23091
120	23092
121	23093
125	23094
125	23095
126	23096
126	23097
128	23098
129	23099
129	23100
130	23101
137	23102
141	23103
147	23104
148	23105
149	23106
151	23107
152	23108
153	23109
153	23110
154	23111
154	23112
155	23113
155	23114
156	23115
157	23116
160	23117
161	23118
162	23119
164	23120
165	23121
165	23122
166	23123
166	23124
168	23125
168	23126
170	23127
174	23128
180	23129
180	23130
189	23131
189	23132
192	23133
193	23134
195	23135
197	23136
198	23137
202	23138
203	23139
203	23140
204	23141
204	23142
205	23143
205	23144
208	23145
209	23146
210	23147
212	23148
213	23149
213	23150
215	23151
217	23152
217	23153
218	23154
221	23155
223	23156
226	23157
228	23158
228	23159
230	23160
231	23161
241	23162
241	23163
243	23164
243	23165
244	23166
248	23167
250	23168
253	23169
254	23170
255	23171
255	23172
256	23173
256	23174
257	23175
259	23176
261	23177
261	23178
271	23179
273	23180
275	23181
275	23182
277	23183
277	23184
279	23185
281	23186
281	23187
284	23188
286	23189
287	23190
288	23191
288	23192
291	23193
291	23194
294	23195
296	23196
296	23197
302	23198
302	23199
304	23200
304	23201
305	23202
305	23203
309	23204
312	23205
312	23206
315	23207
317	23208
317	23209
323	23210
325	23211
326	23212
326	23213
328	23214
328	23215
329	23216
335	23217
338	23218
340	23219
341	23220
345	23221
355	23222
359	23223
360	23224
362	23225
362	23226
364	23227
371	23228
371	23229
372	23230
372	23231
377	23232
381	23233
383	23234
383	23235
384	23236
386	23237
388	23238
389	23239
390	23240
391	23241
391	23242
392	23243
393	23244
393	23245
395	23246
395	23247
396	23248
397	23249
398	23250
398	23251
399	23252
400	23253
401	23254
402	23255
402	23256
404	23257
404	23258
405	23259
405	23260
406	23261
409	23262
414	23263
416	23264
417	23265
420	23266
420	23267
421	23268
430	23269
432	23270
434	23271
434	23272
442	23273
442	23274
445	23275
445	23276
446	23277
446	23278
447	23279
450	23280
454	23281
456	23282
456	23283
457	23284
466	23285
467	23286
470	23287
476	23288
476	23289
478	23290
479	23291
480	23292
481	23293
483	23294
484	23295
484	23296
485	23297
487	23298
488	23299
494	23300
494	23301
497	23302
500	23303
500	23304
502	23305
502	23306
503	23307
504	23308
504	23309
505	23310
506	23311
506	23312
507	23313
507	23314
510	23315
511	23316
511	23317
512	23318
512	23319
517	23320
517	23321
518	23322
522	23323
523	23324
524	23325
532	23326
536	23327
536	23328
538	23329
540	23330
540	23331
541	23332
541	23333
542	23334
545	23335
547	23336
547	23337
549	23338
553	23339
554	23340
556	23341
556	23342
557	23343
558	23344
559	23345
559	23346
561	23347
565	23348
565	23349
569	23350
572	23351
572	23352
573	23353
573	23354
574	23355
574	23356
575	23357
577	23358
577	23359
578	23360
580	23361
584	23362
584	23363
585	23364
585	23365
586	23366
588	23367
588	23368
591	23369
591	23370
594	23371
594	23372
595	23373
595	23374
599	23375
599	23376
601	23377
602	23378
602	23379
603	23380
603	23381
607	23382
608	23383
612	23384
613	23385
614	23386
614	23387
615	23388
618	23389
620	23390
623	23391
624	23392
625	23393
625	23394
626	23395
626	23396
628	23397
630	23398
631	23399
631	23400
633	23401
635	23402
638	23403
638	23404
639	23405
639	23406
643	23407
643	23408
644	23409
646	23410
649	23411
649	23412
650	23413
651	23414
655	23415
658	23416
663	23417
663	23418
665	23419
666	23420
666	23421
667	23422
667	23423
669	23424
670	23425
673	23426
676	23427
677	23428
678	23429
678	23430
681	23431
682	23432
683	23433
685	23434
685	23435
686	23436
688	23437
689	23438
690	23439
692	23440
696	23441
696	23442
697	23443
699	23444
701	23445
701	23446
703	23447
707	23448
707	23449
710	23450
714	23451
717	23452
720	23453
723	23454
726	23455
727	23456
728	23457
730	23458
730	23459
731	23460
734	23461
734	23462
737	23463
738	23464
738	23465
739	23466
739	23467
742	23468
742	23469
743	23470
744	23471
745	23472
745	23473
748	23474
750	23475
752	23476
752	23477
753	23478
753	23479
755	23480
759	23481
760	23482
761	23483
761	23484
762	23485
764	23486
764	23487
765	23488
765	23489
767	23490
768	23491
768	23492
770	23493
770	23494
771	23495
771	23496
772	23497
774	23498
776	23499
776	23500
777	23501
778	23502
780	23503
781	23504
781	23505
785	23506
785	23507
787	23508
789	23509
789	23510
790	23511
792	23512
793	23513
794	23514
794	23515
795	23516
795	23517
796	23518
801	23519
804	23520
805	23521
806	23522
809	23523
811	23524
811	23525
814	23526
814	23527
816	23528
820	23529
821	23530
825	23531
827	23532
827	23533
830	23534
832	23535
832	23536
835	23537
836	23538
836	23539
839	23540
840	23541
840	23542
841	23543
842	23544
843	23545
843	23546
846	23547
850	23548
852	23549
852	23550
853	23551
854	23552
861	23553
861	23554
864	23555
864	23556
865	23557
865	23558
866	23559
869	23560
869	23561
872	23562
874	23563
876	23564
876	23565
877	23566
879	23567
880	23568
881	23569
883	23570
883	23571
884	23572
885	23573
886	23574
886	23575
887	23576
887	23577
888	23578
891	23579
892	23580
893	23581
893	23582
894	23583
895	23584
896	23585
896	23586
899	23587
903	23588
904	23589
905	23590
905	23591
906	23592
906	23593
907	23594
908	23595
909	23596
909	23597
910	23598
910	23599
911	23600
911	23601
912	23602
923	23603
924	23604
924	23605
925	23606
926	23607
927	23608
927	23609
929	23610
929	23611
930	23612
931	23613
931	23614
932	23615
933	23616
934	23617
934	23618
936	23619
937	23620
938	23621
938	23622
943	23623
943	23624
945	23625
945	23626
950	23627
951	23628
952	23629
954	23630
955	23631
955	23632
959	23633
960	23634
961	23635
961	23636
962	23637
964	23638
965	23639
969	23640
970	23641
971	23642
972	23643
973	23644
973	23645
974	23646
978	23647
978	23648
982	23649
983	23650
983	23651
984	23652
984	23653
988	23654
990	23655
