0	10488
0	10489
1	10490
1	10491
2	10492
2	10493
3	10494
4	10495
4	10496
8	10497
12	10498
12	10499
13	10500
14	10501
14	10502
15	10503
15	10504
16	10505
20	10506
23	10507
26	10508
26	10509
31	10510
31	10511
32	10512
33	10513
35	10514
35	10515
36	10516
36	10517
38	10518
43	10519
43	10520
44	10521
46	10522
46	10523
56	10524
60	10525
60	10526
64	10527
64	10528
67	10529
68	10530
68	10531
70	10532
72	10533
73	10534
75	10535
78	10536
79	10537
79	10538
80	10539
86	10540
86	10541
92	10542
92	10543
93	10544
94	10545
98	10546
101	10547
103	10548
103	10549
104	10550
104	10551
108	10552
109	10553
109	10554
111	10555
113	10556
119	10557
120	10558
122	10559
122	10560
124	10561
127	10562
127	10563
128	10564
130	10565
130	10566
132	10567
132	10568
134	10569
134	10570
140	10571
140	10572
141	10573
143	10574
144	10575
145	10576
145	10577
146	10578
147	10579
149	10580
149	10581
151	10582
153	10583
159	10584
159	10585
163	10586
166	10587
166	10588
168	10589
168	10590
177	10591
177	10592
179	10593
180	10594
184	10595
184	10596
185	10597
185	10598
186	10599
187	10600
187	10601
188	10602
188	10603
192	10604
192	10605
193	10606
194	10607
194	10608
195	10609
195	10610
197	10611
199	10612
200	10613
201	10614
201	10615
204	10616
204	10617
205	10618
208	10619
210	10620
210	10621
211	10622
212	10623
212	10624
213	10625
213	10626
214	10627
218	10628
220	10629
227	10630
228	10631
231	10632
231	10633
235	10634
236	10635
236	10636
237	10637
237	10638
239	10639
239	10640
240	10641
243	10642
244	10643
244	10644
245	10645
248	10646
251	10647
253	10648
253	10649
255	10650
255	10651
261	10652
261	10653
262	10654
262	10655
265	10656
266	10657
268	10658
269	10659
271	10660
271	10661
273	10662
273	10663
274	10664
274	10665
276	10666
276	10667
277	10668
277	10669
279	10670
281	10671
281	10672
285	10673
287	10674
287	10675
288	10676
290	10677
292	10678
293	10679
294	10680
294	10681
295	10682
300	10683
303	10684
303	10685
309	10686
309	10687
313	10688
315	10689
317	10690
317	10691
318	10692
320	10693
321	10694
324	10695
324	10696
326	10697
327	10698
327	10699
328	10700
328	10701
329	10702
332	10703
332	10704
333	10705
333	10706
336	10707
336	10708
340	10709
340	10710
341	10711
342	10712
343	10713
344	10714
344	10715
349	10716
352	10717
354	10718
357	10719
358	10720
362	10721
365	10722
368	10723
368	10724
369	10725
370	10726
370	10727
372	10728
372	10729
375	10730
376	10731
377	10732
377	10733
378	10734
378	10735
380	10736
380	10737
381	10738
384	10739
384	10740
385	10741
386	10742
392	10743
392	10744
393	10745
395	10746
395	10747
396	10748
396	10749
397	10750
401	10751
401	10752
407	10753
407	10754
408	10755
408	10756
411	10757
411	10758
412	10759
412	10760
413	10761
413	10762
414	10763
414	10764
416	10765
418	10766
424	10767
424	10768
430	10769
434	10770
434	10771
435	10772
435	10773
436	10774
441	10775
444	10776
444	10777
447	10778
450	10779
450	10780
452	10781
452	10782
455	10783
458	10784
459	10785
459	10786
463	10787
463	10788
